"values","array"
19320.1,"C:"
19330.1,"C:"
19337.12,"C:"
19348.1,"C:"
19351.1,"C:"
19362.1,"C:"
19377.1,"C:"
19380.1,"C:"
19385.1,"C:"
19388.1,"C:"
19394.1,"C:"
19401.1,"C:"
19407.1,"C:"
19412.1,"C:"
19417.1,"C:"
19430.1,"C:"
19434.1,"C:"
19437.1,"C:"
19442.1,"C:"
19453.12,"C:"
19507.1,"C:"
19507.2,"C:"
19513.12,"C:"
19545.12,"C:"
19557.3,"C:"
19560.12,"C:"
19562.12,"C:"
19567.12,"C:"
19568.12,"C:"
19571.12,"C:"
19574.12,"C:"
19576.12,"C:"
19578.12,"C:"
19580.12,"C:"
19657.51,"C:"
19699.12,"C:"
19705.12,"C:"
19706.12,"C:"
19710.12,"C:"
19726.12,"C:"
19729.12,"C:"
19735.12,"C:"
19746.12,"C:"
19749.12,"C:"
19760.12,"C:"
19761.12,"C:"
19764.12,"C:"
19771.12,"C:"
19772.12,"C:"
19778.12,"C:"
19811.12,"C:"
19904.12,"C:"
19906.12,"C:"
19938.12,"C:"
19940.12,"C:"
19954.12,"C:"
19955.12,"C:"
19961.12,"C:"
19964.12,"C:"
20018.12,"C:"
20020.12,"C:"
20036.12,"C:"
20038.12,"C:"
20060.12,"C:"
20062.12,"C:"
20078.12,"C:"
20079.12,"C:"
20104.11,"C:"
20111.12,"C:"
20121.11,"C:"
20133.11,"C:"
20143.11,"C:"
20148.12,"C:"
20164.11,"C:"
20168.11,"C:"
20171.11,"C:"
20196.11,"C:"
20201.12,"C:"
20264.11,"C:"
20264.21,"C:"
20268.12,"C:"
20297.12,"C:"
20305.12,"C:"
20306.12,"C:"
20308.12,"C:"
20314.31,"C:"
20322.12,"C:"
20323.12,"C:"
20332.12,"C:"
20398.12,"C:"
20414.51,"C:"
20619.11,"C:"
20673.11,"C:"
20737.11,"C:"
20748.11,"C:"
20775.11,"C:"
20780.12,"C:"
20787.11,"C:"
20805.12,"C:"
20858.11,"C:"
20869.11,"C:"
20885.12,"C:"
20886.12,"C:"
20936.11,"C:"
20971.11,"C:"
20978.11,"C:"
20984.11,"C:"
21021.11,"C:"
21021.21,"C:"
21024.12,"C:"
21056.12,"C:"
21057.12,"C:"
21070.12,"C:"
21071.31,"C:"
21081.12,"C:"
21086.12,"C:"
21092.12,"C:"
21092.12,"C:"
21093.12,"C:"
21133.12,"C:"
21144.12,"C:"
21171.5,"C:"
21332.1,"C:"
21412.12,"C:"
21414.12,"C:"
21426.12,"C:"
21444.1,"C:"
21470.1,"C:"
21481.12,"C:"
21492.12,"C:"
21494.12,"C:"
21507.1,"C:"
21516.1,"C:"
21524.1,"C:"
21530.12,"C:"
21546.12,"C:"
21547.12,"C:"
21560.12,"C:"
21561.12,"C:"
21568.1,"C:"
21596.1,"C:"
21602.1,"C:"
21610.1,"C:"
21634.1,"C:"
21646.1,"C:"
21649.1,"C:"
21651.1,"C:"
21655.1,"C:"
21661.1,"C:"
21665.1,"C:"
21669.12,"C:"
21679.1,"C:"
21685.1,"C:"
21687.1,"C:"
21693.1,"C:"
21699.1,"C:"
21699.12,"C:"
21705.12,"C:"
21839.1,"C:"
21839.2,"C:"
21846.12,"C:"
21879.12,"C:"
21889.3,"C:"
21894.12,"C:"
21899.12,"C:"
21902.12,"C:"
21905.12,"C:"
21921.12,"C:"
21922.12,"C:"
21927.12,"C:"
21933.12,"C:"
21960.12,"C:"
21961.12,"C:"
21965.12,"C:"
21989.51,"C:"
22262.11,"C:"
22269.11,"C:"
22276.12,"C:"
22285.11,"C:"
22291.11,"C:"
22294.11,"C:"
22317.11,"C:"
22324.11,"C:"
22327.11,"C:"
22331.12,"C:"
22366.11,"C:"
22385.11,"C:"
22392.12,"C:"
22417.11,"C:"
22419.11,"C:"
22425.11,"C:"
22442.11,"C:"
22445.11,"C:"
22462.11,"C:"
22466.11,"C:"
22527.11,"C:"
22536.11,"C:"
22541.12,"C:"
22555.11,"C:"
22560.11,"C:"
22566.11,"C:"
22574.12,"C:"
22593.11,"C:"
22593.21,"C:"
22597.12,"C:"
22633.12,"C:"
22643.31,"C:"
22652.12,"C:"
22743.5,"C:"
22871.12,"C:"
22872.12,"C:"
23102.12,"C:"
23127.1,"C:"
23162.1,"C:"
23171.1,"C:"
23190.1,"C:"
23194.1,"C:"
23197.1,"C:"
23201.1,"C:"
23223.1,"C:"
23232.1,"C:"
23242.12,"C:"
23252.1,"C:"
23258.1,"C:"
23260.1,"C:"
23262.1,"C:"
23264.1,"C:"
23271.1,"C:"
23283.1,"C:"
23286.1,"C:"
23292.1,"C:"
23301.1,"C:"
23309.1,"C:"
23314.1,"C:"
23320.12,"C:"
23330.1,"C:"
23333.1,"C:"
23336.1,"C:"
23343.12,"C:"
23355.1,"C:"
23355.2,"C:"
23361.12,"C:"
23405.3,"C:"
23411.12,"C:"
23505.5,"C:"
23856.12,"C:"
23858.12,"C:"
23860.12,"C:"
23862.12,"C:"
23904.12,"C:"
23912.12,"C:"
23917.12,"C:"
23919.12,"C:"
23919.12,"C:"
23921.12,"C:"
23928.12,"C:"
23930.12,"C:"
23983.12,"C:"
24041.12,"C:"
24042.12,"C:"
24090.12,"C:"
24117.12,"C:"
24157.12,"C:"
24166.1,"C:"
24166.2,"C:"
24171.12,"C:"
24216.3,"C:"
24241.12,"C:"
24316.51,"C:"
24346.12,"C:"
24362.12,"C:"
24372.12,"C:"
24395.12,"C:"
24401.12,"C:"
24421.12,"C:"
24423.12,"C:"
24437.12,"C:"
24441.12,"C:"
24442.12,"C:"
24447.12,"C:"
24451.12,"C:"
24453.12,"C:"
24471.12,"C:"
24473.12,"C:"
24503.12,"C:"
24504.12,"C:"
24509.12,"C:"
24516.12,"C:"
24560.12,"C:"
24561.12,"C:"
24563.12,"C:"
24582.12,"C:"
24594.12,"C:"
24597.12,"C:"
24598.12,"C:"
24618.12,"C:"
24619.12,"C:"
24637.12,"C:"
24674.12,"C:"
24710.11,"C:"
24724.12,"C:"
24727.12,"C:"
24728.12,"C:"
24736.12,"C:"
24757.11,"C:"
24787.11,"C:"
24795.12,"C:"
24796.12,"C:"
24814.11,"C:"
24822.11,"C:"
24831.12,"C:"
24839.12,"C:"
24860.11,"C:"
24865.11,"C:"
24900.12,"C:"
24908.11,"C:"
24913.11,"C:"
24919.11,"C:"
24919.21,"C:"
24922.12,"C:"
24965.12,"C:"
24969.31,"C:"
25007.12,"C:"
25010.12,"C:"
25015.12,"C:"
25016.12,"C:"
25019.12,"C:"
25020.12,"C:"
25021.12,"C:"
25051.12,"C:"
25054.12,"C:"
25058.12,"C:"
25060.12,"C:"
25064.12,"C:"
25069.51,"C:"
25077.12,"C:"
25263.11,"C:"
25267.12,"C:"
25430.11,"C:"
25439.11,"C:"
25442.12,"C:"
25444.12,"C:"
25457.11,"C:"
25460.11,"C:"
25504.11,"C:"
25515.11,"C:"
25535.11,"C:"
25576.11,"C:"
25595.12,"C:"
25633.11,"C:"
25639.11,"C:"
25650.11,"C:"
25690.11,"C:"
25690.21,"C:"
25694.12,"C:"
25722.12,"C:"
25725.12,"C:"
25726.12,"C:"
25727.12,"C:"
25740.31,"C:"
25840.5,"C:"
25976.1,"C:"
26047.1,"C:"
26247.1,"C:"
26309.1,"C:"
26319.1,"C:"
26323.1,"C:"
26329.12,"C:"
26343.1,"C:"
26357.1,"C:"
26360.1,"C:"
26365.1,"C:"
26373.12,"C:"
26384.1,"C:"
26388.1,"C:"
26396.1,"C:"
26400.1,"C:"
26402.1,"C:"
26405.1,"C:"
26411.12,"C:"
26420.1,"C:"
26429.1,"C:"
26434.1,"C:"
26438.1,"C:"
26451.1,"C:"
26451.2,"C:"
26456.12,"C:"
26489.12,"C:"
26501.3,"C:"
26601.51,"C:"
26975.11,"C:"
26978.12,"C:"
26990.11,"C:"
27010.11,"C:"
27049.11,"C:"
27056.11,"C:"
27127.11,"C:"
27130.11,"C:"
27134.11,"C:"
27139.12,"C:"
27152.12,"C:"
27167.11,"C:"
27172.12,"C:"
27184.12,"C:"
27200.11,"C:"
27208.12,"C:"
27213.12,"C:"
27215.12,"C:"
27229.12,"C:"
27257.12,"C:"
27260.12,"C:"
27276.12,"C:"
27284.12,"C:"
27285.12,"C:"
27294.12,"C:"
27304.12,"C:"
27306.12,"C:"
27332.12,"C:"
27347.12,"C:"
27366.12,"C:"
27366.12,"C:"
27373.12,"C:"
27377.12,"C:"
27379.12,"C:"
27444.12,"C:"
27444.12,"C:"
27467.12,"C:"
27469.12,"C:"
27516.12,"C:"
27530.12,"C:"
27577.12,"C:"
27604.12,"C:"
27613.12,"C:"
27683.11,"C:"
27683.21,"C:"
27686.12,"C:"
27716.12,"C:"
27721.12,"C:"
27733.31,"C:"
27761.12,"C:"
27766.12,"C:"
27766.12,"C:"
27767.12,"C:"
27768.12,"C:"
27786.12,"C:"
27787.12,"C:"
27800.12,"C:"
27803.12,"C:"
27823.12,"C:"
27833.5,"C:"
27852.1,"C:"
27879.1,"C:"
27918.12,"C:"
28058.1,"C:"
28076.12,"C:"
28094.1,"C:"
28274.1,"C:"
28281.1,"C:"
28297.12,"C:"
28303.12,"C:"
28309.1,"C:"
28321.1,"C:"
28333.12,"C:"
28338.12,"C:"
28345.1,"C:"
28353.1,"C:"
28355.1,"C:"
28366.1,"C:"
28376.12,"C:"
28392.1,"C:"
28394.1,"C:"
28397.1,"C:"
28401.1,"C:"
28416.1,"C:"
28419.1,"C:"
28426.12,"C:"
28439.1,"C:"
28439.2,"C:"
28444.12,"C:"
28483.12,"C:"
28488.12,"C:"
28489.3,"C:"
28567.12,"C:"
28589.54,"C:"
28874.11,"C:"
28874.14,"C:"
28884.12,"C:"
29063.11,"C:"
29063.14,"C:"
29072.11,"C:"
29072.14,"C:"
29141.11,"C:"
29141.14,"C:"
29147.12,"C:"
29148.12,"C:"
29149.12,"C:"
29155.11,"C:"
29155.14,"C:"
29167.11,"C:"
29167.14,"C:"
29171.11,"C:"
29171.14,"C:"
29186.11,"C:"
29186.14,"C:"
29200.11,"C:"
29200.14,"C:"
29204.12,"C:"
29217.12,"C:"
29230.11,"C:"
29230.14,"C:"
29235.11,"C:"
29235.14,"C:"
29239.11,"C:"
29239.14,"C:"
29246.11,"C:"
29246.14,"C:"
29255.12,"C:"
29269.11,"C:"
29269.14,"C:"
29273.11,"C:"
29273.14,"C:"
29278.11,"C:"
29278.14,"C:"
29284.11,"C:"
29284.14,"C:"
29300.11,"C:"
29300.14,"C:"
29321.11,"C:"
29321.14,"C:"
29334.11,"C:"
29334.14,"C:"
29336.11,"C:"
29336.14,"C:"
29361.12,"C:"
29367.11,"C:"
29367.14,"C:"
29371.11,"C:"
29371.14,"C:"
29376.11,"C:"
29376.14,"C:"
29380.12,"C:"
29402.11,"C:"
29402.14,"C:"
29411.11,"C:"
29411.14,"C:"
29417.11,"C:"
29417.14,"C:"
29425.11,"C:"
29425.14,"C:"
29458.12,"C:"
29466.11,"C:"
29466.14,"C:"
29487.11,"C:"
29487.14,"C:"
29553.11,"C:"
29553.14,"C:"
29564.12,"C:"
29575.12,"C:"
29583.11,"C:"
29583.14,"C:"
29590.11,"C:"
29590.14,"C:"
29594.11,"C:"
29594.14,"C:"
29603.11,"C:"
29603.14,"C:"
29609.11,"C:"
29609.14,"C:"
29613.11,"C:"
29613.14,"C:"
29674.11,"C:"
29674.14,"C:"
29773.11,"C:"
29773.14,"C:"
29824.11,"C:"
29824.14,"C:"
29833.11,"C:"
29833.14,"C:"
29842.12,"C:"
29882.11,"C:"
29882.14,"C:"
30068.11,"C:"
30068.14,"C:"
30079.12,"C:"
30096.12,"C:"
30118.11,"C:"
30118.14,"C:"
30231.11,"C:"
30231.14,"C:"
30237.12,"C:"
30241.12,"C:"
30385.11,"C:"
30385.14,"C:"
30389.34,"C:"
30489.5,"C:"
30500.1,"C:"
30521.12,"C:"
30535.12,"C:"
30543.1,"C:"
30714.1,"C:"
30720.12,"C:"
30765.1,"C:"
30773.1,"C:"
30843.1,"C:"
30981.1,"C:"
30987.1,"C:"
30997.12,"C:"
31058.1,"C:"
31064.12,"C:"
31083.1,"C:"
31088.1,"C:"
31097.1,"C:"
31097.2,"C:"
31101.12,"C:"
31133.12,"C:"
31147.3,"C:"
31162.12,"C:"
31165.12,"C:"
31167.12,"C:"
31169.12,"C:"
31171.12,"C:"
31247.5,"C:"
31256.12,"C:"
31308.12,"C:"
31358.12,"C:"
31389.12,"C:"
31429.12,"C:"
31446.12,"C:"
31722.1,"C:"
31735.1,"C:"
31736.1,"C:"
31746.1,"C:"
31749.1,"C:"
31770.12,"C:"
31780.1,"C:"
31788.1,"C:"
31792.1,"C:"
31807.1,"C:"
31811.1,"C:"
31820.1,"C:"
31825.1,"C:"
31826.1,"C:"
31831.1,"C:"
31834.12,"C:"
31847.1,"C:"
31855.1,"C:"
31855.2,"C:"
31861.12,"C:"
31883.12,"C:"
31885.12,"C:"
31905.3,"C:"
31936.12,"C:"
31950.12,"C:"
31953.12,"C:"
31966.12,"C:"
31975.12,"C:"
32005.51,"C:"
32418.11,"C:"
32521.11,"C:"
32542.12,"C:"
32551.12,"C:"
32552.12,"C:"
32554.12,"C:"
32557.12,"C:"
32564.11,"C:"
32644.11,"C:"
32644.21,"C:"
32648.12,"C:"
32680.12,"C:"
32681.12,"C:"
32681.12,"C:"
32682.12,"C:"
32686.12,"C:"
32687.12,"C:"
32694.31,"C:"
32794.51,"C:"
33011.11,"C:"
33042.11,"C:"
33104.11,"C:"
33110.11,"C:"
33114.11,"C:"
33130.12,"C:"
33140.11,"C:"
33147.11,"C:"
33156.12,"C:"
33157.12,"C:"
33222.11,"C:"
33241.12,"C:"
33262.11,"C:"
33275.12,"C:"
33279.12,"C:"
33298.11,"C:"
33306.11,"C:"
33309.11,"C:"
33321.11,"C:"
33333.11,"C:"
33347.11,"C:"
33382.11,"C:"
33390.11,"C:"
33442.11,"C:"
33442.21,"C:"
33446.12,"C:"
33492.31,"C:"
33592.5,"C:"
33606.12,"C:"
33633.1,"C:"
33637.1,"C:"
33874.1,"C:"
33891.1,"C:"
33899.1,"C:"
33905.12,"C:"
33917.1,"C:"
33928.1,"C:"
33933.1,"C:"
33948.1,"C:"
33952.1,"C:"
33955.1,"C:"
33974.1,"C:"
33979.1,"C:"
33984.12,"C:"
34032.1,"C:"
34065.12,"C:"
34076.1,"C:"
34079.1,"C:"
34084.1,"C:"
34100.1,"C:"
34105.1,"C:"
34112.12,"C:"
34124.1,"C:"
34127.1,"C:"
34136.1,"C:"
34142.1,"C:"
34147.1,"C:"
34149.1,"C:"
34160.1,"C:"
34165.1,"C:"
34169.1,"C:"
34172.1,"C:"
34181.1,"C:"
34182.1,"C:"
34193.1,"C:"
34193.2,"C:"
34199.12,"C:"
34243.3,"C:"
34316.12,"C:"
34343.51,"C:"
34540.11,"C:"
34792.12,"C:"
34794.12,"C:"
34799.11,"C:"
34818.11,"C:"
34843.11,"C:"
34858.12,"C:"
34878.11,"C:"
34901.11,"C:"
34942.11,"C:"
34949.11,"C:"
34949.21,"C:"
34953.12,"C:"
34980.12,"C:"
34999.31,"C:"
35000.12,"C:"
35098.12,"C:"
35099.53,"C:"
35121.1,"C:"
35121.13,"C:"
35189.1,"C:"
35189.13,"C:"
35363.1,"C:"
35363.13,"C:"
35373.1,"C:"
35373.13,"C:"
35384.12,"C:"
35394.1,"C:"
35394.13,"C:"
35415.1,"C:"
35415.13,"C:"
35424.1,"C:"
35424.13,"C:"
35427.1,"C:"
35427.13,"C:"
35431.1,"C:"
35431.13,"C:"
35441.12,"C:"
35452.1,"C:"
35452.13,"C:"
35485.1,"C:"
35485.13,"C:"
35500.1,"C:"
35500.13,"C:"
35507.1,"C:"
35507.13,"C:"
35521.1,"C:"
35521.13,"C:"
35529.1,"C:"
35529.13,"C:"
35592.12,"C:"
35600.1,"C:"
35600.13,"C:"
35623.1,"C:"
35623.13,"C:"
35638.1,"C:"
35638.13,"C:"
35644.1,"C:"
35644.13,"C:"
35646.1,"C:"
35646.13,"C:"
35650.12,"C:"
35665.1,"C:"
35665.13,"C:"
35672.12,"C:"
35684.1,"C:"
35684.13,"C:"
35700.1,"C:"
35700.13,"C:"
35706.12,"C:"
35722.1,"C:"
35722.13,"C:"
35735.1,"C:"
35735.13,"C:"
35743.1,"C:"
35743.13,"C:"
35747.1,"C:"
35747.13,"C:"
35761.12,"C:"
35784.1,"C:"
35784.13,"C:"
35793.1,"C:"
35793.13,"C:"
35806.1,"C:"
35806.13,"C:"
35810.1,"C:"
35810.13,"C:"
35837.1,"C:"
35837.13,"C:"
35846.1,"C:"
35846.13,"C:"
35888.1,"C:"
35888.13,"C:"
35894.12,"C:"
35902.1,"C:"
35902.13,"C:"
35913.1,"C:"
35913.13,"C:"
35917.1,"C:"
35917.13,"C:"
36134.1,"C:"
36134.13,"C:"
36153.1,"C:"
36153.13,"C:"
36160.12,"C:"
36182.1,"C:"
36182.13,"C:"
36186.1,"C:"
36186.13,"C:"
36193.1,"C:"
36193.13,"C:"
36201.1,"C:"
36201.13,"C:"
36207.12,"C:"
36225.1,"C:"
36225.13,"C:"
36238.12,"C:"
36250.1,"C:"
36250.13,"C:"
36269.1,"C:"
36269.13,"C:"
36277.1,"C:"
36277.13,"C:"
36288.12,"C:"
36304.1,"C:"
36304.13,"C:"
36318.1,"C:"
36318.13,"C:"
36323.1,"C:"
36323.13,"C:"
36348.1,"C:"
36348.13,"C:"
36362.1,"C:"
36362.13,"C:"
36366.1,"C:"
36366.13,"C:"
36370.1,"C:"
36370.13,"C:"
36371.1,"C:"
36371.13,"C:"
36376.1,"C:"
36376.13,"C:"
36378.1,"C:"
36378.13,"C:"
36467.1,"C:"
36467.13,"C:"
36473.1,"C:"
36473.13,"C:"
36481.1,"C:"
36481.13,"C:"
36488.1,"C:"
36488.13,"C:"
36499.1,"C:"
36499.13,"C:"
36505.12,"C:"
36526.1,"C:"
36526.13,"C:"
36531.1,"C:"
36531.13,"C:"
36539.1,"C:"
36539.13,"C:"
36544.12,"C:"
36549.12,"C:"
36578.1,"C:"
36578.13,"C:"
36592.1,"C:"
36592.13,"C:"
36598.12,"C:"
36629.1,"C:"
36629.13,"C:"
36741.1,"C:"
36741.13,"C:"
36747.12,"C:"
36753.1,"C:"
36753.13,"C:"
36827.1,"C:"
36827.13,"C:"
36837.1,"C:"
36837.13,"C:"
36842.1,"C:"
36842.13,"C:"
36899.33,"C:"
36977.12,"C:"
36999.54,"C:"
37359.11,"C:"
37359.14,"C:"
37434.11,"C:"
37434.14,"C:"
37439.11,"C:"
37439.14,"C:"
37490.11,"C:"
37490.14,"C:"
37545.11,"C:"
37545.14,"C:"
37561.12,"C:"
37579.11,"C:"
37579.14,"C:"
37584.11,"C:"
37584.14,"C:"
37587.11,"C:"
37587.14,"C:"
37609.12,"C:"
37656.11,"C:"
37656.14,"C:"
37693.11,"C:"
37693.14,"C:"
37742.11,"C:"
37742.14,"C:"
37755.11,"C:"
37755.14,"C:"
37786.11,"C:"
37786.14,"C:"
37795.12,"C:"
37817.11,"C:"
37817.14,"C:"
37826.11,"C:"
37826.14,"C:"
37829.11,"C:"
37829.14,"C:"
37861.11,"C:"
37861.14,"C:"
38086.11,"C:"
38086.14,"C:"
38116.11,"C:"
38116.14,"C:"
38120.12,"C:"
38289.11,"C:"
38289.14,"C:"
38387.11,"C:"
38387.14,"C:"
38411.11,"C:"
38411.14,"C:"
38416.12,"C:"
38416.12,"C:"
38420.12,"C:"
38430.11,"C:"
38430.14,"C:"
38452.11,"C:"
38452.14,"C:"
38785.11,"C:"
38785.14,"C:"
38799.34,"C:"
38808.12,"C:"
38899.5,"C:"
39040.1,"C:"
39051.1,"C:"
39060.1,"C:"
39156.1,"C:"
39166.1,"C:"
39173.1,"C:"
39178.1,"C:"
39184.1,"C:"
39189.12,"C:"
39208.1,"C:"
39212.1,"C:"
39216.1,"C:"
39272.1,"C:"
39283.1,"C:"
39289.1,"C:"
39303.1,"C:"
39310.12,"C:"
39334.1,"C:"
39351.1,"C:"
39360.12,"C:"
39374.1,"C:"
39393.1,"C:"
39399.1,"C:"
39409.1,"C:"
39475.1,"C:"
39483.1,"C:"
39485.1,"C:"
39494.12,"C:"
39516.1,"C:"
39516.2,"C:"
39521.12,"C:"
39548.12,"C:"
39566.3,"C:"
39587.12,"C:"
39657.12,"C:"
39661.12,"C:"
39666.53,"C:"
40259.1,"C:"
40259.13,"C:"
40288.1,"C:"
40288.13,"C:"
40315.12,"C:"
40326.1,"C:"
40326.13,"C:"
40333.1,"C:"
40333.13,"C:"
40344.1,"C:"
40344.13,"C:"
40349.1,"C:"
40349.13,"C:"
40361.1,"C:"
40361.13,"C:"
40367.12,"C:"
40375.1,"C:"
40375.13,"C:"
40400.1,"C:"
40400.13,"C:"
40402.1,"C:"
40402.13,"C:"
40407.1,"C:"
40407.13,"C:"
40415.1,"C:"
40415.13,"C:"
40419.1,"C:"
40419.13,"C:"
40430.1,"C:"
40430.13,"C:"
40436.1,"C:"
40436.13,"C:"
40445.1,"C:"
40445.13,"C:"
40450.1,"C:"
40450.13,"C:"
40460.1,"C:"
40460.13,"C:"
40470.1,"C:"
40470.13,"C:"
40475.12,"C:"
40485.1,"C:"
40485.13,"C:"
40490.1,"C:"
40490.13,"C:"
40497.1,"C:"
40497.13,"C:"
40504.1,"C:"
40504.13,"C:"
40509.1,"C:"
40509.13,"C:"
40553.1,"C:"
40553.13,"C:"
40556.1,"C:"
40556.13,"C:"
40560.1,"C:"
40560.13,"C:"
40575.1,"C:"
40575.13,"C:"
40580.1,"C:"
40580.13,"C:"
40583.1,"C:"
40583.13,"C:"
40591.12,"C:"
40599.1,"C:"
40599.13,"C:"
40649.1,"C:"
40649.13,"C:"
40659.1,"C:"
40659.13,"C:"
40662.1,"C:"
40662.13,"C:"
40668.1,"C:"
40668.13,"C:"
40669.1,"C:"
40669.13,"C:"
40678.12,"C:"
40704.1,"C:"
40704.13,"C:"
40722.1,"C:"
40722.13,"C:"
40739.1,"C:"
40739.13,"C:"
40745.1,"C:"
40745.13,"C:"
40771.1,"C:"
40771.13,"C:"
40776.1,"C:"
40776.13,"C:"
40780.12,"C:"
40796.1,"C:"
40796.13,"C:"
40810.1,"C:"
40810.13,"C:"
40819.1,"C:"
40819.13,"C:"
40839.1,"C:"
40839.13,"C:"
40845.1,"C:"
40845.13,"C:"
40849.1,"C:"
40849.13,"C:"
40855.12,"C:"
40871.1,"C:"
40871.13,"C:"
41113.1,"C:"
41113.13,"C:"
41132.12,"C:"
41185.1,"C:"
41185.13,"C:"
41205.1,"C:"
41205.13,"C:"
41215.12,"C:"
41237.1,"C:"
41237.13,"C:"
41250.1,"C:"
41250.13,"C:"
41271.1,"C:"
41271.13,"C:"
41282.1,"C:"
41282.13,"C:"
41287.12,"C:"
41303.1,"C:"
41303.13,"C:"
41327.1,"C:"
41327.13,"C:"
41466.33,"C:"
41476.12,"C:"
41482.12,"C:"
41566.51,"C:"
41691.11,"C:"
41713.11,"C:"
41975.11,"C:"
41979.11,"C:"
41991.12,"C:"
0,"X:"
447.001,"X:"
451.002,"X:"
470.003,"X:"
504.004,"X:"
514.005,"X:"
518.006,"X:"
555.007,"X:"
564.008,"X:"
566.009,"X:"
569.01,"X:"
599.011,"X:"
604.012,"X:"
604.012,"X:"
654,"X:"
654,"X:"
852.001,"X:"
978.002,"X:"
984.003,"X:"
987.004,"X:"
995.005,"X:"
1017.006,"X:"
1022.007,"X:"
1024.008,"X:"
1034.009,"X:"
1041.01,"X:"
1047.011,"X:"
1048.012,"X:"
1052.013,"X:"
1062.014,"X:"
1068.015,"X:"
1126.016,"X:"
1135.017,"X:"
1139.018,"X:"
1154.019,"X:"
1156.02,"X:"
1167.021,"X:"
1173.022,"X:"
1176.023,"X:"
1182.024,"X:"
1192.025,"X:"
1229.026,"X:"
1238.027,"X:"
1247.028,"X:"
1250.029,"X:"
1263.03,"X:"
1263.03,"X:"
1313,"X:"
1313,"X:"
1313,"X:"
1313,"X:"
1313.151,"X:"
1313.152,"X:"
1313.153,"X:"
1313.154,"X:"
1313.155,"X:"
1313.156,"X:"
1313.157,"X:"
1313.158,"X:"
1313.159,"X:"
1313.16,"X:"
1313.161,"X:"
1313.162,"X:"
1313.163,"X:"
1313.164,"X:"
1313.165,"X:"
1313.166,"X:"
1313.167,"X:"
1313.168,"X:"
1313.169,"X:"
1313.17,"X:"
1313.171,"X:"
1313.172,"X:"
1313.173,"X:"
1313.174,"X:"
1313.175,"X:"
1313.176,"X:"
1313.177,"X:"
1313.177,"X:"
1714.001,"X:"
1724.002,"X:"
1746.003,"X:"
1750.004,"X:"
1868.005,"X:"
1880.006,"X:"
1886.007,"X:"
1892.008,"X:"
1893.009,"X:"
1912.01,"X:"
1916.011,"X:"
1916.011,"X:"
1966,"X:"
1966,"X:"
2317.001,"X:"
2340.002,"X:"
2347.003,"X:"
2351.004,"X:"
2405.005,"X:"
2413.006,"X:"
2465.007,"X:"
2477.008,"X:"
2483.009,"X:"
2484.01,"X:"
2493.011,"X:"
2501.012,"X:"
2521.013,"X:"
2527.014,"X:"
2531.015,"X:"
2543.016,"X:"
2558.017,"X:"
2560.018,"X:"
2569.019,"X:"
2570.019,"X:"
2620,"X:"
2620,"X:"
2965.001,"X:"
2978.002,"X:"
2979.003,"X:"
3006.004,"X:"
3012.005,"X:"
3018.006,"X:"
3057.007,"X:"
3064.008,"X:"
3069.009,"X:"
3078.01,"X:"
3084.011,"X:"
3105.012,"X:"
3113.013,"X:"
3118.014,"X:"
3124.015,"X:"
3129.016,"X:"
3130.017,"X:"
3139.018,"X:"
3157.019,"X:"
3161.02,"X:"
3166.021,"X:"
3172.022,"X:"
3174.023,"X:"
3177.024,"X:"
3195.025,"X:"
3199.026,"X:"
3214.027,"X:"
3222.028,"X:"
3222.028,"X:"
3272,"X:"
3272,"X:"
3621.001,"X:"
3632.002,"X:"
3669.003,"X:"
3739.004,"X:"
3749.005,"X:"
3760.006,"X:"
3795.007,"X:"
3854.008,"X:"
3869.009,"X:"
3873.01,"X:"
3873.01,"X:"
3923,"X:"
3923,"X:"
4108.002,"X:"
4516.004,"X:"
4526.006,"X:"
4580.008,"X:"
4605.01,"X:"
4617.012,"X:"
4644.014,"X:"
4660.016,"X:"
4664.018,"X:"
4673.02,"X:"
4685.022,"X:"
4690.024,"X:"
4698.026,"X:"
4702.028,"X:"
4738.03,"X:"
4774.032,"X:"
4786.034,"X:"
4790.036,"X:"
4792.038,"X:"
4795.04,"X:"
4830.042,"X:"
4834.044,"X:"
4837.046,"X:"
4840.048,"X:"
4845.05,"X:"
4866.052,"X:"
4871.054,"X:"
4874.056,"X:"
4904.058,"X:"
4908.06,"X:"
4922.062,"X:"
4926.064,"X:"
4928.066,"X:"
4929.068,"X:"
4965.07,"X:"
4970.072,"X:"
4985.074,"X:"
5003.076,"X:"
5006.078,"X:"
5017.08,"X:"
5021.082,"X:"
5087.084,"X:"
5102.086,"X:"
5137.088,"X:"
5142.09,"X:"
5199.092,"X:"
5214.094,"X:"
5221.096,"X:"
5227.098,"X:"
5279.1,"X:"
5288.102,"X:"
5291.104,"X:"
5296.106,"X:"
5298.108,"X:"
5325.11,"X:"
5329.112,"X:"
5335.114,"X:"
5338.116,"X:"
5339.118,"X:"
5390.12,"X:"
5412.122,"X:"
5420.124,"X:"
5476.126,"X:"
5481.128,"X:"
5493.13,"X:"
5495.132,"X:"
5608.134,"X:"
5619.136,"X:"
5625.138,"X:"
5629.14,"X:"
5633.142,"X:"
5635.144,"X:"
5658.146,"X:"
7505.001,"X:"
7643.002,"X:"
7997.003,"X:"
7997.003,"X:"
8047,"X:"
8047,"X:"
8064.001,"X:"
8206.002,"X:"
8254.003,"X:"
8267.004,"X:"
